ACCT 201, ELEM FINANCIAL ACCOUNTING, 3 Units, 01, 10833, NONE, NONE, NONE, SEM, MW, 8-9:15AM, OPEN, COB-140, Johnson D, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 12, 6984, NONE, NONE, 310, LAB, F, 6-8:45PM, OPEN, EN4-125, Staff, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 03, 7978, NONE, NONE, 310 180 1, SEM, M, 5-5:50PM, OPEN, EN4-125, Staff, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 04, 7979, NONE, NONE, NONE, LAB, M, 6-8:45PM, OPEN, EN4-125, Staff, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 05, 4724, NONE, NONE, 1, SEM, Tu, 8-8:50AM, OPEN, VEC-201, Jalali-Farahani A, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 06, 4725, NONE, NONE, 1, LAB, Tu, 9-11:45AM, OPEN, EN4-125, Jalali-Farahani A, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 07, 7619, NONE, NONE, NONE, SEM, Tu, 12:30-1:20PM, OPEN, VEC-201, Jalali-Farahani A, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 08, 7620, NONE, NONE, NONE, LAB, Tu, 1:30-4:15PM, OPEN, EN4-125, Jalali-Farahani A, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 09, 4726, NONE, NONE, 1, SEM, W, 1-1:50PM, OPEN, VEC-201, Staff, Class instruction is: Face to Face - On Campus.
MAE 337, THERMAL ENGINEERING LABORATORY, 2 Units, 10, 4727, NONE, NONE, 1, LAB, W, 2-4:45PM, OPEN, EN4-125, Staff, Class instruction is: Face to Face - On Campus.
MAE 350, FLIGHT MECHANICS, 3 Units, 01, 3268, NONE, NONE, 1, SEM, TuTh, 9:30-10:45AM, OPEN, VEC-112, Schmitz A, Class instruction is: Face to Face - On Campus.
MAE 350, FLIGHT MECHANICS, 3 Units, 02, 5019, NONE, NONE, 1, SEM, TuTh, 3:30-4:45PM, OPEN, VEC-112, Schmitz A, Class instruction is: Face to Face - On Campus.
MAE 361, MATERIALS & PROPERTIES LAB, 1 Unit, 01, 4681, NONE, NONE, 1, LAB, M, 9-11:45AM, OPEN, EN4-125, Mirza S, Class instruction is: Face to Face - On Campus.
MAE 361, MATERIALS & PROPERTIES LAB, 1 Unit, 02, 4690, NONE, NONE, 1, LAB, Tu, 6-8:45PM, OPEN, EN4-125, Mirza S, Class instruction is: Face to Face - On Campus.
MAE 361, MATERIALS & PROPERTIES LAB, 1 Unit, 03, 4891, NONE, NONE, 1, LAB, W, 6-8:45PM, OPEN, EN4-125, Mirza S, Class instruction is: Face to Face - On Campus.
MAE 361, MATERIALS & PROPERTIES LAB, 1 Unit, 04, 4892, NONE, NONE, 1, LAB, Th, 9-11:45AM, OPEN, EN4-125, Mirza S, Class instruction is: Face to Face - On Campus.
MAE 361, MATERIALS & PROPERTIES LAB, 1 Unit, 05, 7977, NONE, NONE, 310 1, LAB, Th, 4-6:45PM, OPEN, EN4-125, Mirza S, Class instruction is: Face to Face - On Campus.
MAE 361, MATERIALS & PROPERTIES LAB, 1 Unit, 06, 7180, NONE, NONE, 310 1, LAB, Sa, 9-11:45AM, OPEN, EN4-125, Staff, Class instruction is: Face to Face - On Campus.
MAE 365, AEROSPACE STRUCTURES I, 3 Units, 01, 7182, NONE, NONE, 310 1, SEM, MW, 3:30-4:45PM, OPEN, VEC-202, Staff, Class instruction is: Face to Face - On Campus.
MAE 365, AEROSPACE STRUCTURES I, 3 Units, 02, 8505, NONE, NONE, NONE, SEM, TuTh, 2-3:15PM, OPEN, VEC-113, Staff, Class instruction is: Face to Face - On Campus.
MAE 371, ANALYTICL MECHANCS II DYNAMICS, 3 Units, 01, 1867, NONE, NONE, 1, SEM, MW, 9:30-10:45AM, OPEN, ECS-308, Demircan E, lass instruction is: Face to Face - On Campus. Class offered with MAE-371H-01
MAE 371, ANALYTICL MECHANCS II DYNAMICS, 3 Units, 02, 2411, NONE, NONE, 1, SEM, MW, 12:30-1:45PM, OPEN, ECS-308, Karami N, Class instruction is: Face to Face - On Campus.
MAE 371, ANALYTICL MECHANCS II DYNAMICS, 3 Units, 03, 3495, NONE, NONE, 1, SEM, MW, 3:30-4:45PM, OPEN, ECS-302, Karami N, Class instruction is: Face to Face - On Campus.
MAE 371, ANALYTICL MECHANCS II DYNAMICS, 3 Units, 04, 4067, NONE, NONE, 1, SEM, TuTh, 8:30-9:45PM, OPEN, ECS-308, Rezaei01 A, Class instruction is: Face to Face - On Campus.
MAE 371, ANALYTICL MECHANCS II DYNAMICS, 3 Units, 05, 4068, NONE, NONE, 1, SEM, MW, 7-8:15PM, OPEN, ECS-210, Khattab A, Class instruction is: Face to Face - On Campus.
MAE 371, ANALYTICL MECHANCS II DYNAMICS, 3 Units, 06, 5211, NONE, NONE, 1, SEM, TuTh, 5:30-6:45PM, OPEN, VEC-331, Staff, Class instruction is: Face to Face - On Campus.
MAE 371, ANALYTICL MECHANCS II DYNAMICS, 3 Units, 07, 8686, NONE, NONE, NONE, SEM, MW, 11-12:15PM, OPEN, ECS-308, Karami N, Class instruction is: Face to Face - On Campus.
MAE 371, ANALYTICL MECHANCS II DYNAMICS, 3 Units, 08, 10444, NONE, NONE, 1, SEM, TuTh, 9:30-10:45AM, OPEN, ECS-308, Khattab A, Class instruction is: Face to Face - On Campus.
MAE 371H, ANALYTICL MECHANCS II DYNAMICS, 3 Units, 01, 4929, NONE, NONE, NONE, SEM, MW, 9:30-10:45AM, OPEN, ECS-308, Demircan E, ass instruction is: Face to Face - On Campus. Seats are reserved for Engineering Honors students. Class offered with MAE-371-01
MAE 373, MECHANICS OF DEFORMABLE BODIES, 3 Units, 01, 3501, NONE, NONE, 1, SEM, TuTh, 9:30-10:45AM, OPEN, VEC-202, Shariat P, Class instruction is: Face to Face - On Campus.
MAE 373, MECHANICS OF DEFORMABLE BODIES, 3 Units, 02, 3595, NONE, NONE, 1, SEM, TuTh, 11-12:15PM, OPEN, VEC-202, Shariat P, Class instruction is: Face to Face - On Campus.
MAE 373, MECHANICS OF DEFORMABLE BODIES, 3 Units, 04, 3596, NONE, NONE, 1, SEM, MW, 12:30-1:45PM, OPEN, ECS-210, Minaie B, lass instruction is: Face to Face - On Campus. Class offered with MAE-373H-01
MAE 373, MECHANICS OF DEFORMABLE BODIES, 3 Units, 05, 3666, NONE, NONE, 1, SEM, MW, 3:30-4:45PM, OPEN, VEC-113, Minaie B, Class instruction is: Face to Face - On Campus.
MAE 373, MECHANICS OF DEFORMABLE BODIES, 3 Units, 07, 4066, NONE, NONE, 1, SEM, TuTh, 7-8:15PM, OPEN, VEC-202, Shariat P, Class instruction is: Face to Face - On Campus.
MAE 373, MECHANICS OF DEFORMABLE BODIES, 3 Units, 08, 6269, NONE, NONE, NONE, SEM, MW, 5:30-6:45PM, OPEN, VEC-113, Saeidi M, Class instruction is: Face to Face - On Campus.
MAE 373, MECHANICS OF DEFORMABLE BODIES, 3 Units, 10, 8538, NONE, NONE, NONE, SEM, MW, 3:30-4:45PM, OPEN, VEC-112, Saeidi M, Class instruction is: Face to Face - On Campus.
MAE 373, MECHANICS OF DEFORMABLE BODIES, 3 Units, 11, 8539, NONE, NONE, NONE, SEM, MW, 5:30-6:45PM, OPEN, VEC-402, Minaie B, Class instruction is: Face to Face - On Campus.
MAE 373H, MECHANICS OF DEFORMABLE BODIES, 3 Units, 01, 4691, NONE, NONE, 1, SEM, MW, 12:30-1:45PM, OPEN, ECS-210, Minaie B, ass instruction is: Face to Face - On Campus. Seats are reserved for Engineering Honors students. Class offered with MAE-373-04
MAE 374, MECH PROPERTIES MATERIALS LAB, 1 Unit, 01, 1834, NONE, NONE, 1, LAB, Th, 1-3:45PM, OPEN, EN4-125, Mirza S, Class instruction is: Face to Face - On Campus.
MAE 374, MECH PROPERTIES MATERIALS LAB, 1 Unit, 02, 4682, NONE, NONE, 1, LAB, F, 9-11:45AM, OPEN, EN4-125, Mirza S, Class instruction is: Face to Face - On Campus.
MAE 374, MECH PROPERTIES MATERIALS LAB, 1 Unit, 03, 6027, NONE, NONE, 1, LAB, F, 1-3:45PM, OPEN, EN4-125, Mirza S, Class instruction is: Face to Face - On Campus.
MAE 375, KINEMATICS DYNAMICS MECHANISMS, 3 Units, 01, 2931, NONE, NONE, 1, SEM, TuTh, 9:30-10:20AM, OPEN, EN2-204, Teagle A, Class instruction is: Face to Face - On Campus.
MAE 375, KINEMATICS DYNAMICS MECHANISMS, 3 Units, 02, 2932, NONE, NONE, 1, LAB, TuTh, 10:30-11:45AM, OPEN, EN2-204, Teagle A, Class instruction is: Face to Face - On Campus.
MAE 375, KINEMATICS DYNAMICS MECHANISMS, 3 Units, 03, 3058, NONE, NONE, 1, SEM, MW, 9-9:50AM, OPEN, EN2-204, Teagle A, Class instruction is: Face to Face - On Campus.
MAE 375, KINEMATICS DYNAMICS MECHANISMS, 3 Units, 04, 3672, NONE, NONE, 1, LAB, MW, 10-11:15AM, OPEN, EN2-204, Teagle A, Class instruction is: Face to Face - On Campus.
MAE 375, KINEMATICS DYNAMICS MECHANISMS, 3 Units, 05, 4436, NONE, NONE, 1, SEM, MW, 5-5:50PM, OPEN, EN2-200, Rezaei01 A, Class instruction is: Face to Face - On Campus.
MAE 375, KINEMATICS DYNAMICS MECHANISMS, 3 Units, 06, 4437, NONE, NONE, 1, LAB, MW, 6-7:15PM, OPEN, EN2-200, Rezaei01 A, Class instruction is: Face to Face - On Campus.
MAE 375, KINEMATICS DYNAMICS MECHANISMS, 3 Units, 07, 10447, NONE, NONE, 1, SEM, TuTh, 6:30-7:20PM, OPEN, EN2-204, Rezaei01 A, Class instruction is: Face to Face - On Campus.
MAE 375, KINEMATICS DYNAMICS MECHANISMS, 3 Units, 08, 10448, NONE, NONE, 1, LAB, TuTh, 5-6:15PM, OPEN, EN2-204, Rezaei01 A, Class instruction is: Face to Face - On Campus.
MAE 376, MODELING ANALYSIS DYNAMIC SYS, 3 Units, 01, 2412, NONE, NONE, 1, SEM, MW, 9:30-10:45AM, OPEN, ECS-202, Janani S, Class instruction is: Face to Face - On Campus.
MAE 376, MODELING ANALYSIS DYNAMIC SYS, 3 Units, 02, 3059, NONE, NONE, 1, SEM, TuTh, 5:30-6:45PM, OPEN, EN2-105, Janani S, Class instruction is: Face to Face - On Campus.
MAE 376, MODELING ANALYSIS DYNAMIC SYS, 3 Units, 03, 4069, NONE, NONE, 1, SEM, TuTh, 2-3:15PM, OPEN, ECS-202, Teagle A, Class instruction is: Face to Face - On Campus.
MAE 376, MODELING ANALYSIS DYNAMIC SYS, 3 Units, 04, 9328, NONE, NONE, 310 1, SEM, MW, 11-12:15PM, OPEN, VEC-418, Janani S, Class instruction is: Face to Face - On Campus.
MAE 381, FUND OF SPACECRAFT DYNAMICS, 3 Units, 01, 3103, NONE, NONE, 1, SEM, TuTh, 2-3:15PM, OPEN, ECS-210, Janani S, Class instruction is: Face to Face - On Campus.
MAE 381, FUND OF SPACECRAFT DYNAMICS, 3 Units, 02, 6521, NONE, NONE, 310 1, SEM, TuTh, 3:30-4:45PM, OPEN, ECS-210, Janani S, Class instruction is: Face to Face - On Campus.
MAE 390, AEROSPACE ENGINEERING SEMINAR, 1 Unit, 01, 4860, NONE, NONE, 1, SEM, W, 6-6:50PM, OPEN, KIN-059, Staff, Class instruction is: Face to Face - On Campus.
MAE 409A, FINITE ELEMENT METHODS I, 3 Units, 03, 5978, NONE, NONE, 1, SEM, MW, 7-7:50PM, OPEN, EN2-204, Staff, lass instruction is: Face to Face - On Campus. Class offered with MAE-409AH-01
MAE 409A, FINITE ELEMENT METHODS I, 3 Units, 04, 5979, NONE, NONE, 1, LAB, MW, 8-9:15PM, OPEN, EN2-204, Staff, lass instruction is: Face to Face - On Campus. Class offered with MAE-409AH-02
MAE 409AH, FINITE ELEMENT METHODS I, 3 Units, 01, 7755, NONE, NONE, NONE, SEM, MW, 7-7:50PM, OPEN, EN2-204, Staff, ass instruction is: Face to Face - On Campus. Seats are reserved for Engineering Honors students. Class offered with MAE-409A-03
MAE 409AH, FINITE ELEMENT METHODS I, 3 Units, 02, 7756, NONE, NONE, 1 34, LAB, MW, 8-9:15PM, OPEN, EN2-204, Staff, lass instruction is: Face to Face - On Campus. Class offered with MAE-409A-04
MAE 431, HEAT TRANSFER SYSTEMS DESIGN, 3 Units, 01, 2821, NONE, NONE, 1, SEM, MW, 9:30-10:45AM, OPEN, VEC-202, Ayegba P, Class instruction is: Face to Face - On Campus.
MAE 431, HEAT TRANSFER SYSTEMS DESIGN, 3 Units, 02, 5716, NONE, NONE, 1, SEM, MW, 11-12:15PM, OPEN, VEC-202, Dhillon N, Class instruction is: Face to Face - On Campus.
MAE 431, HEAT TRANSFER SYSTEMS DESIGN, 3 Units, 03, 5717, NONE, NONE, 1, SEM, TuTh, 3:30-4:45PM, OPEN, ECS-202, Madadi E, Class instruction is: Face to Face - On Campus.
MAE 431, HEAT TRANSFER SYSTEMS DESIGN, 3 Units, 04, 5718, NONE, NONE, 1, SEM, TuTh, 5:30-6:45PM, OPEN, VEC-227, Madadi E, Class instruction is: Face to Face - On Campus.
MAE 434, AERODYNAMICS II, 3 Units, 01, 3181, NONE, NONE, 1, SEM, MW, 3:30-4:45PM, OPEN, ECS-210, Staff, Class instruction is: Face to Face - On Campus.
MAE 438, HVAC & REFRIGERATION, 3 Units, 01, 5631, NONE, NONE, 1, SEM, TuTh, 7-8:15PM, OPEN, ECS-308, Staff, Class instruction is: Face to Face - On Campus.
MAE 440, AERODYNAMICS LABORATORY, 1 Unit, 01, 3690, NONE, NONE, 1, LAB, F, 9-11:45AM, OPEN, VEC-112, Bonifacio J, Class instruction is: Face to Face - On Campus.
MAE 440, AERODYNAMICS LABORATORY, 1 Unit, 02, 3785, NONE, NONE, 1, LAB, F, 1-3:45PM, OPEN, VEC-112, Bonifacio J, Class instruction is: Face to Face - On Campus.
MAE 440, AERODYNAMICS LABORATORY, 1 Unit, 03, 7247, NONE, NONE, 310 1, LAB, W, 5:30-8:15PM, OPEN, VEC-331, Staff, Class instruction is: Face to Face - On Campus.
MAE 440, AERODYNAMICS LABORATORY, 1 Unit, 04, 9323, NONE, NONE, 310 1, LAB, Th, 9-11:45AM, OPEN, VEC-418, Bonifacio J, Class instruction is: Face to Face - On Campus.
MAE 451, AIRCRAFT PRELIM DESN & PERFORM, 3 Units, 01, 7669, NONE, NONE, 310 1, SEM, MW, 9:30-10:45AM, OPEN, VEC-113, Karcher C, Class instruction is: Face to Face - On Campus.
MAE 452, PROPULSION, 3 Units, 01, 4475, NONE, NONE, 1, SEM, TuTh, 5:30-6:45PM, OPEN, VEC-112, Staff, Class instruction is: Face to Face - On Campus.
MAE 452, PROPULSION, 3 Units, 02, 7221, NONE, NONE, 310 1, SEM, TuTh, 7-8:15PM, OPEN, VEC-112, Staff, Class instruction is: Face to Face - On Campus.
MAE 453, STABILTY CONTRL AEROSPACE VEHC, 3 Units, 02, 7668, NONE, NONE, 310 1, SEM, MW, 11-12:15PM, OPEN, VEC-113, Staff, lass instruction is: Face to Face - On Campus. Class offered with MAE-453H-01
MAE 453H, STABILTY CONTRL AEROSPACE VEHC, 3 Units, 01, 7754, NONE, NONE, 1 34, SEM, MW, 11-12:15PM, OPEN, VEC-113, Staff, ass instruction is: Face to Face - On Campus. Seats are reserved for Engineering Honors students. Class offered with MAE-453-02
MAE 459, PROFESSIONAL PRACTICE SEMINAR, 1 Unit, 01, 2960, NONE, NONE, 1, SEM, Th, 5-5:50PM, OPEN, VEC-418, Staff, Class instruction is: Face to Face - On Campus.
MAE 459, PROFESSIONAL PRACTICE SEMINAR, 1 Unit, 02, 4505, NONE, NONE, 1, SEM, Th, 6-6:50PM, OPEN, VEC-418, Staff, Class instruction is: Face to Face - On Campus.
MAE 459, PROFESSIONAL PRACTICE SEMINAR, 1 Unit, 03, 4851, NONE, NONE, 1, SEM, Th, 7-7:50PM, OPEN, VEC-418, Staff, Class instruction is: Face to Face - On Campus.
MAE 459, PROFESSIONAL PRACTICE SEMINAR, 1 Unit, 04, 7220, NONE, NONE, 310 1, SEM, Th, 8-8:50PM, OPEN, VEC-418, Staff, Class instruction is: Face to Face - On Campus.
MAE 465, AEROSPACE STRUCTURES II, 3 Units, 01, 2903, NONE, NONE, 1, SEM, MW, 2-3:15PM, OPEN, ECS-210, Staff, Class instruction is: Face to Face - On Campus.
MAE 465, AEROSPACE STRUCTURES II, 3 Units, 02, 7530, NONE, NONE, 310 1, SEM, MW, 5:30-6:45PM, OPEN, VEC-112, Staff, Class instruction is: Face to Face - On Campus.
MAE 471, DESN ANALYSIS ME SYSTEMS I, 3 Units, 01, 3189, NONE, NONE, 1 23, SEM, F, 10-11:50AM, OPEN, ECS-105, Yoozbashizadeh M, Class instruction is: Face to Face - On Campus.
MAE 471, DESN ANALYSIS ME SYSTEMS I, 3 Units, 03, 3397, NONE, NONE, 1 23, LAB, M, 1-3:45PM, OPEN, ET-020J, Yoozbashizadeh M, Class instruction is: Face to Face - On Campus.
MAE 471, DESN ANALYSIS ME SYSTEMS I, 3 Units, 04, 4071, NONE, NONE, 1 23, LAB, W, 9-11:45AM, OPEN, ET-019, Yoozbashizadeh M, Class instruction is: Face to Face - On Campus.
MAE 471, DESN ANALYSIS ME SYSTEMS I, 3 Units, 05, 4079, NONE, NONE, 23 1, LAB, W, 1-3:45PM, OPEN, ET-019, Yoozbashizadeh M, Class instruction is: Face to Face - On Campus.
MAE 471, DESN ANALYSIS ME SYSTEMS I, 3 Units, 08, 7995, NONE, NONE, 310 1, LAB, M, 9-11:45AM, OPEN, ET-020J, Yoozbashizadeh M, Class instruction is: Face to Face - On Campus.
MAE 472, DESN ANALYSIS ME SYSTEMS II, 3 Units, 01, 5939, NONE, NONE, 1, SEM, Tu, 5-6:50PM, OPEN, ECS-105, Roy S, Class instruction is: Face to Face - On Campus.
MAE 472, DESN ANALYSIS ME SYSTEMS II, 3 Units, 02, 5940, NONE, NONE, 1, LAB, M, 9-11:45AM, OPEN, ET-019, Roy S, Class instruction is: Face to Face - On Campus.
MAE 472, DESN ANALYSIS ME SYSTEMS II, 3 Units, 03, 5941, NONE, NONE, 1, LAB, M, 1-3:45PM, OPEN, ET-019, Roy S, Class instruction is: Face to Face - On Campus.
MAE 472, DESN ANALYSIS ME SYSTEMS II, 3 Units, 04, 5943, NONE, NONE, NONE, LAB, W, 9-11:45AM, OPEN, ET-020J, Roy S, Class instruction is: Face to Face - On Campus.
MAE 472, DESN ANALYSIS ME SYSTEMS II, 3 Units, 05, 8871, NONE, NONE, NONE, LAB, Th, 1-3:45PM, OPEN, ET-020J, Roy S, Class instruction is: Face to Face - On Campus.
MAE 472, DESN ANALYSIS ME SYSTEMS II, 3 Units, 06, 9580, NONE, NONE, NONE, SEM, W, 5-6:50PM, OPEN, ET-020J, Beyer C, Class instruction is: Face to Face - On Campus.
MAE 472, DESN ANALYSIS ME SYSTEMS II, 3 Units, 07, 9581, NONE, NONE, NONE, LAB, W, 1-3:45PM, OPEN, ET-020J, Beyer C, Class instruction is: Face to Face - On Campus.
MAE 476, MECH CONTROL SYSTEMS I, 3 Units, 01, 5992, NONE, NONE, 310 1, SEM, TuTh, 9:30-10:20AM, OPEN, ECS-208, Liu T, Class instruction is: Face to Face - On Campus.
MAE 476, MECH CONTROL SYSTEMS I, 3 Units, 02, 5993, NONE, NONE, 1, LAB, TuTh, 10:30-11:45AM, OPEN, ECS-208, Liu T, Class instruction is: Face to Face - On Campus.
MAE 476, MECH CONTROL SYSTEMS I, 3 Units, 03, 5994, NONE, NONE, 1, SEM, MW, 2-2:50PM, OPEN, EN2-200, Teagle A, Class instruction is: Face to Face - On Campus.
MAE 476, MECH CONTROL SYSTEMS I, 3 Units, 04, 5995, NONE, NONE, 1, LAB, MW, 3-4:15PM, OPEN, EN2-200, Teagle A, Class instruction is: Face to Face - On Campus.
MAE 476, MECH CONTROL SYSTEMS I, 3 Units, 05, 5996, NONE, NONE, 1, SEM, MW, 7:30-8:20PM, OPEN, EN2-200, Rezaei01 A, lass instruction is: Face to Face - On Campus. Class offered with MAE-476H-01
MAE 476, MECH CONTROL SYSTEMS I, 3 Units, 06, 5997, NONE, NONE, 1, LAB, MW, 8:30-9:45PM, OPEN, EN2-200, Rezaei01 A, lass instruction is: Face to Face - On Campus. Class offered with MAE-476H-02
MAE 476, MECH CONTROL SYSTEMS I, 3 Units, 07, 7189, NONE, NONE, 310 1, SEM, TuTh, 7:30-8:20PM, OPEN, EN2-204, Liu T, Class instruction is: Face to Face - On Campus.
MAE 476, MECH CONTROL SYSTEMS I, 3 Units, 08, 7190, NONE, NONE, 310 1, LAB, TuTh, 8:30-9:45PM, OPEN, EN2-204, Liu T, Class instruction is: Face to Face - On Campus.
MAE 476H, MECH CONTROL SYSTEMS I, 3 Units, 01, 7462, NONE, NONE, NONE, SEM, MW, 7:30-8:20PM, OPEN, EN2-200, Rezaei01 A, ass instruction is: Face to Face - On Campus. Seats are reserved for Engineering Honors students. Class offered with MAE-476-05
MAE 476H, MECH CONTROL SYSTEMS I, 3 Units, 02, 7463, NONE, NONE, NONE, LAB, MW, 8:30-9:45PM, OPEN, EN2-200, Rezaei01 A, lass instruction is: Face to Face - On Campus. Class offered with MAE-476-06
MAE 478, AEROSPACE SYSTEM DESIGN I, 3 Units, 01, 5614, NONE, NONE, 1, SEM, Tu, 8-9:50AM, OPEN, EN2-200, Staff, Class instruction is: Face to Face - On Campus.
MAE 478, AEROSPACE SYSTEM DESIGN I, 3 Units, 02, 5615, NONE, NONE, 1, LAB, Tu, 10-12:45PM, OPEN, EN2-200, Staff, Class instruction is: Face to Face - On Campus.
MAE 478, AEROSPACE SYSTEM DESIGN I, 3 Units, 03, 10407, NONE, NONE, NONE, SEM, Th, 8-9:50AM, OPEN, EN2-200, Shankar P, Class instruction is: Face to Face - On Campus.
MAE 478, AEROSPACE SYSTEM DESIGN I, 3 Units, 04, 10408, NONE, NONE, NONE, LAB, Th, 10-12:45PM, OPEN, EN2-200, Shankar P, Class instruction is: Face to Face - On Campus.
MAE 479, AEROSPACE SYSTEMS DESIGN II, 2 Units, 01, 5636, NONE, NONE, 1, SEM, Tu, 12:30-1:20PM, OPEN, ECS-306, Karcher C, Class instruction is: Face to Face - On Campus.
MAE 479, AEROSPACE SYSTEMS DESIGN II, 2 Units, 02, 5637, NONE, NONE, 1, LAB, TuTh, 2-3:15PM, OPEN, EN2-200, Karcher C, Class instruction is: Face to Face - On Campus.
MAE 479, AEROSPACE SYSTEMS DESIGN II, 2 Units, 03, 5953, NONE, NONE, 1, LAB, TuTh, 3:30-4:45PM, OPEN, EN2-200, Karcher C, Class instruction is: Face to Face - On Campus.
MAE 481, SPACECRAFT SYSTEMS, 3 Units, 01, 4335, NONE, NONE, 1, SEM, TuTh, 5:30-6:45PM, OPEN, ECS-308, Staff, Class instruction is: Face to Face - On Campus.
MAE 483, SPACE FLIGHT ORBITAL MECHANICS, 3 Units, 01, 4134, NONE, NONE, 1, SEM, TuTh, 3:30-4:45PM, OPEN, VEC-113, Staff, lass instruction is: Face to Face - On Campus. Class offered with MAE-483H-01
MAE 483H, SPACE FLIGHT ORBITAL MECHANICS, 3 Units, 01, 7757, NONE, NONE, 1 34, SEM, TuTh, 3:30-4:45PM, OPEN, VEC-113, Staff, ass instruction is: Face to Face - On Campus. Seats are reserved for Engineering Honors students. Class offered with MAE-483-01
MAE 490A, CAD/CAM, 3 Units, 01, 4391, NONE, NONE, 1, SEM, Th, 7-9:45PM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 490A, CAD/CAM, 3 Units, 02, 4392, NONE, NONE, 1, SEM, F, 5-7:45PM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 490A, CAD/CAM, 3 Units, 03, 5938, NONE, NONE, NONE, SEM, Th, 4-6:45PM, OPEN, ECS-208, Staff, Class instruction is: Face to Face - On Campus.
MAE 491, SPECIAL PROBLEMS, 1-3 Units, 01, 1874, NONE, NONE, 3 180, SUP, TBA, NA, OPEN, ECS-651, Torabzadeh J, nstructor Consent Required Class instruction is: Face to Face - On Campus.
MAE 501, ENGR ANALYSIS I, 3 Units, 01, 3668, NONE, NONE, 1, SEM, MW, 5:30-6:45PM, OPEN, ECS-210, Esfandiari R, Class instruction is: Face to Face - On Campus.
MAE 502, ENGR ANALYSIS II, 3 Units, 01, 1430, NONE, NONE, 311 1, SEM, TuTh, 5:30-6:45PM, OPEN, ECS-210, Esfandiari R, Class instruction is: Hybrid (Face to Face & Online).
MAE 502, ENGR ANALYSIS II, 3 Units, 01, NONE, NONE, NONE, NONE, NONE, TuTh, 5:30-6:45PM, NONE, ONLINE-ONLY, Esfandiari R, additional meeting detail
MAE 507, ENGR PROJECT MANAGEMENT, 3 Units, 01, 9598, NONE, NONE, NONE, SEM, Tu, 7-9:45PM, OPEN, ECS-202, Hsu J, Class instruction is: Face to Face - On Campus.
MAE 508, SYSTEMS ENGINEERING INTEGRATN, 3 Units, 01, 5460, NONE, NONE, 1, SEM, Th, 7-9:45PM, OPEN, ECS-202, Hsu J, Class instruction is: Face to Face - On Campus.
MAE 522, COMPOSITE MATERIALS, 3 Units, 01, 5683, NONE, NONE, 1, SEM, Tu, 7-9:45PM, OPEN, ECS-210, Barjasteh E, Class instruction is: Face to Face - On Campus.
MAE 524, DESIGN OF EXPERIMENTS, 3 Units, 01, 6516, NONE, NONE, NONE, SEM, Tu, 7-9:45PM, OPEN, VEC-113, Yoozbashizadeh M, Class instruction is: Face to Face - On Campus.
MAE 527, METALS/PLASTICS MFC PROC, 3 Units, 01, 9599, NONE, NONE, NONE, SEM, W, 7-9:45PM, OPEN, VEC-202, Minaie B, Class instruction is: Face to Face - On Campus.
MAE 532, COMBUSTION I, 3 Units, 01, 9600, NONE, NONE, NONE, SEM, W, 7-9:45PM, OPEN, VEC-112, Kalman J, Class instruction is: Face to Face - On Campus.
MAE 533, GAS DYNAMICS, 3 Units, 01, 5333, NONE, NONE, 1, SEM, Th, 7-9:45PM, OPEN, ECS-210, Zeng J, Class instruction is: Face to Face - On Campus.
MAE 563, LINEAR FINITE ELEMENT ANALYSIS, 3 Units, 01, 9601, NONE, NONE, NONE, SEM, MW, 8:30-9:45PM, OPEN, VEC-113, Kim C, Class instruction is: Face to Face - On Campus.
MAE 567, ADV MECHANIC DEFORMABLE BODIE, 3 Units, 01, 7040, NONE, NONE, 310, SEM, MW, 7-8:15PM, OPEN, VEC-113, Kim C, Class instruction is: Face to Face - On Campus.
MAE 577, BIOMECHANICS OF HUMAN MOVEMENT, 3 Units, 01, 9602, NONE, NONE, NONE, SEM, MW, 5:30-6:45PM, OPEN, VEC-202, Demircan E, Class instruction is: Face to Face - On Campus.
MAE 583, ASTRODYNAMICS, 3 Units, 01, 9603, NONE, NONE, NONE, SEM, M, 7-9:45PM, OPEN, VEC-202, Vaught K, Class instruction is: Face to Face - On Campus.
MAE 635, COMP FLUID DYNAMICS II, 3 Units, 01, 9604, NONE, NONE, NONE, SEM, M, 7-9:45PM, OPEN, VEC-112, Staff, Class instruction is: Face to Face - On Campus.
